Candidate,Party,Country,extra info,source_file,source_sheet,source_row
We Continue the Change (PP),We Continue the Change,Bulgaria,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1675
Dmitry Medvedev,United Russia,Russia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1676
Steven Seagal,Others,USA,Actor,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1677
Mech (Sword),Sword,Bulgaria,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1678
Elena Mitrofanova,Others,Russia,Russian Ambassador to Bulgaria,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1679
General Dinko Valev (Shivikov),Independent,Bulgaria,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1680
Boyan Chukov,Independent,Bulgaria,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1681
Boris Pankin,Others,Russia,Former Soviet Diplomat,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1682
Denitza Simeonova,Save Sofia,Bulgaria,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1683
Atanas Slavov,We Continue the Change – Democratic Bulgaria,Bulgaria,PP–DB,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1684
Michelle Gildernew,Sinn Féin,Northern Ireland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1685
Vyara Todeva,Bulgarian Socialist Party,Bulgaria,BSP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1686
Tanya Andreeva,Bulgarian Socialist Party,Bulgaria,BSP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1687
Velizar Enchev,Bulgarian Socialist Party,Bulgaria,BSP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1688
Paul Gavan,Sinn Féin,Ireland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1689
Grozdan Karadjov,There Is Such a People,Bulgaria,ITN,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1690
Ivaylo Vulchev,There Is Such a People,Bulgaria,ITN,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1691
Maria Walsh,Fine Gael,Ireland,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1692
Ivan Hristanov,We Continue the Change,Bulgaria,PP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1693
Miroslav Radacovsky,Freedom and Direct Democracy,Slovakia,SPD,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1694
Jeroen Lenaers,Christian Democratic Appeal,Netherlands,CDA,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1695
Ryszard Legutko,Law and Justice,Poland,PiS,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1696
Marco Zanni,League,Italy,Lega,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1697
Philippe Lamberts,Ecolo,Belgium,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1698
Dimitar Gardev,There Is Such a People,Bulgaria,ITN,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1699
Dr. Alexander Simidchiev,We Continue the Change – Democratic Bulgaria,Bulgaria,PP–DB,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1700
Bozhidar Bozhanov,Democratic Bulgaria,Bulgaria,DB,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1701
Blagomir Kotzev,We Continue the Change – Democratic Bulgaria,Bulgaria,PP–DB,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1702
Nikola Vaptsarov,Others,Bulgaria,Historical Figure,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1703
Alexander Tomov,Coalition of the Roses,Bulgaria,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1704
Narendra Modi,Bharatiya Janata Party,India,BJP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1705
King Charles III,Others,United Kingdom,Monarch,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1706
Hristo Gutsanov,Bulgarian Socialist Party,Bulgaria,BSP,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1707
Ivo Dimchev,Others,Bulgaria,Artist,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1708
Sergey Shoygu,United Russia,Russia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1709
Ivo Mirchev,Democratic Bulgaria,Bulgaria,DB,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1710
Alina Dobreva,Others,Bulgaria,Policy Analyst,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1711
Bogdan Bogdanow,Others,Bulgaria,No public political affiliation,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1712
Margarita Gancheva,Revival,Bulgaria,Vazrazhdane,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1713
Gabriel Attal,La République En Marche!,France,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1714
Jean Messiha,Reconquête,France,2022–present,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1715
Valérie Pécresse,The Republicans,France,Les Républicains,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1716
Laurent Wauquiez,The Republicans,France,Les Républicains,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1717
Marine Tondelier,Europe Ecology – The Greens,France,EELV,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1718
Fabien Roussel,French Communist Party,France,Parti communiste français,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1719
Sébastien Chenu,National Rally,France,Rassemblement National,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1720
Hr.Ivanov,Hristo Ivanov,"Yes, Bulgaria!",,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1721
Davambazki,Angel Dzambazki,Internal Macedonian Revolutionary Organization,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1722
Djambazki,Angel Dzambazki,Internal Macedonian Revolutionary Organization,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1723
Dzhambaski,Angel Dzambazki,Internal Macedonian Revolutionary Organization,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1724
Nikolay Markov-Velichie,Nikolay Markov,Velichie,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1725
Kiril Vesselinski,Kiril Veselinski,"Morality, Unity, Honour",,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1726
Волен Сидеров,Volen Siderov,Attack,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1727
Osman Octai,Osman Oktay,Movement for rights and freedoms,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1728
K. Kostadionov,Kostadin Kostadinov,Revival,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1729
Agnel Djambazki,Angel Dzambazki,Internal Macedonian Revolutionary Organization,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1730
Tsoncho Ganev-Revival,Tsoncho Ganev,Revival,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1731
Borssiov,Boyko Borissov,GERB,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1732
collonel Markov,Nikolay Markov,Velichie,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1733
Vucic,Aleksandar Vučić,Serbian Progressive Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1734
Erdogan,Recep Tayyip Erdoğan,Justice and Development Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1735
Borisov,Boyko Borisov,GERB,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1736
col. Markov,Nikolay Markov,Velichie,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1737
MarkovAsen Vassilev,Nikolay Markov and Assen Vassilev,"Velichie, We Continue the Change-Democratic Bulgaria",,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1738
Makron,Emmanuel Macron,Renaissance,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1739
Janis Varufakis,Yanis Varoufakis,Democracy in Europe Movement 2025,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1740
Drenchev,Nikolay Drenchev,Velichie,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1741
Peevksi,Delyan Peevski,MRF,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1742
Gutzanov,Borislav Gutzanov,BSP,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1743
Veber,Manfred Weber,Christian Social Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1744
Robert Shuman,Robert Schuman,Popular Republican Movement,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1745
Stephane Sejourne,Stéphane Séjourné,Renaissance,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1746
Schirdewan-Left,Martin Schirdewan,The Left,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1747
Zanni-ID,Marco Zanni,Lega,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1748
Lamberts-Greens,Philippe Lamberts,Ecolo,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1749
Pevski,Delyan Peevski,Movement for rights and freedoms,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1750
Alexander Vuchich,Alexander Vučić,Serbian Progressive Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1751
Vollodimir Zelenski,Volodymyr Zelenskyy,Servant of the People,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1752
Dzevdet Tchakarov,Dzhevdet Chakarov,Movement for rights and freedoms,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1753
col. markov,Nikolay Markov,Velichie,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1754
G. Bush,George Bush,Republican Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1755
Mazzola,Roberta Metsola,Nationalist Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1756
Nadevda Jordanova,Nadezhda Yordanova,We Continue the Change - Democratic Bulgaria,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1757
Жасил Бозхкож,Vasil Bozhkov,Center,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1758
Maya_Manolova,Maya Manolova,Solidary Bulgaria,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1759
Vanya.gri,Vanya Grigorova,Solidary Bulgaria,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1760
Wiedel,Alice Weidel,Alternative for Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1761
Konstantin von Notz,Konstantin von Notz,The Greens,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1762
Wagenecht,Sahra Wagenknecht,Sahra Wagenknecht Alliance,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1763
Robin Mesarosch,Robin Mesarosch,Social Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1764
Heidi Reichinnek,Heidi Reichinnek,The Left,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1765
STreck-Zimmerman,Marie-Agnes Strack-Zimmermann,Free Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1766
Katrin Goering Eckert,Katrin Göring-Eckardt,The Greens,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1767
Nancy Faeser,Nancy Faeser,Social Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1768
Stephan Brandner,Stephan Brandner,Alternative for Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1769
Krass,Maximilian Krah,Alternative for Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1770
Georg Massen,Hans-Georg Maaßen,Values Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1771
Jens Spahn,Jens Spahn,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1772
Gottfried Curio,Gottfried Curio,Alternative for Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1773
Teri,Terry Reintke,The Greens,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1774
Maxim. Krah,Maximilian Krah,Alternative for Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1775
Höck,Björn Höcke,Alternative for Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1776
DL,Ursula von der Leyen,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1777
Max. Krah,Maximilian Krah,Alternative for Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1778
Max Krah,Maximilian Krah,Alternative for Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1779
Ursula VDL,Ursula von der Leyen,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1780
Marie-Agnes X-Zimmerman,Marie-Agnes Strack-Zimmermann,Free Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1781
Max Krahl,Maximilian Krah,Alternative for Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1782
VDL,Ursula von der Leyen,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1783
SW,Sahra Wagenknecht,Sahra Wagenknecht Alliance,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1784
Max. Krahl,Maximilian Krah,Alternative for Germany,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1785
Steinmeir,Frank-Walter Steinmeier,Social Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1786
Strack-Zimmerman,Marie-Agnes Strack-Zimmermann,Free Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1787
Nancy Faser,Nancy Faeser,Social Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1788
U VDL,Ursula von der Leyen,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1789
U. VdL,Ursula von der Leyen,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1790
Fred. Merz,Friedrich Merz,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1791
Amid Nourpour,Omid Nouripour,The Greens,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1792
Krall,Markus Krall,Values Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1793
Urs.,Ursula von der Leyen,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1794
Miersch,Matthias Miersch,Social Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1795
Mesarosch,Robin Mesarosch,Social Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1796
M-A Zimmerman,Marie-Agnes Strack-Zimmermann,Free Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1797
Zimmerman,Marie-Agnes Strack-Zimmermann,Free Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1798
Usuala,Ursula von der Leyen,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1799
Georg Maassen,Hans-Georg Maaßen,Values Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1800
Soeder,Markus Söder,Christian Social Union in Bavaria,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1801
Caro Ra,Carola Rackete,Independent,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1802
cket,Carola Rackete,Independent,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1803
Habeck/Greens,Robert Habeck,The Greens,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1804
Kuehnert,Kevin Kühnert,Social Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1805
Haback,Robert Habeck,The Greens,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1806
Frau Zimmerman,Marie-Agnes Strack-Zimmermann,Free Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1807
P. Armthor,Philipp Amthor,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1808
Marie S-Z,Marie-Agnes Strack-Zimmermann,Free Democratic Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1809
Urs,Ursula von der Leyen,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1810
Halbeck,Robert Habeck,The Greens,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1811
Ursula vdL,Ursula von der Leyen,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1812
U. vdL,Ursula von der Leyen,Christian Democratic Union,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1813
Ione Belorre,Ione Belarra Urteaga,PODEMOS,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1814
Yolamsa Díaz,Yolanda Díaz Pérez,Communist Party of Spain,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1815
JMAlbares,José Manuel Albares Bueno,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1816
AMLO,Andrés Manuel López Obrador,National Regeneration Movement,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1817
Emilio Delgado,Emilio Delgado,PODEMOS,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1818
Cristina Fernándeez,Cristina Fernández de Kirchner,Justicialist party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1819
JM Albares,José Manuel Albares Bueno,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1820
Manuel García-Castellón,Manuel García-Castellón y García-Lomas,,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1821
Carlos H Quero,Carlos Hernández Quero,VOX,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1822
G. Rufián,Juan Gabriel Rufián Romero,Republican Left of Catalonia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1823
Rufian,Juan Gabriel Rufián Romero,Republican Left of Catalonia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1824
JL Albares,J​osé Manuel Albares Bueno,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1825
Miguel Pascual,Miguel Pascual,VOX,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1826
G. Rufián,Juan Gabriel Rufián Romero,Republican Left of Catalonia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1827
Rufian,Juan Gabriel Rufián Romero,Republican Left of Catalonia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1828
JL Albares,J​osé Manuel Albares Bueno,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1829
MJ Montero,María Jesús Montero,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1830
G Rufián,Juan Gabriel Rufián Romero,Republican Left of Catalonia,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1831
juralde,Juan López de Uralde,Green Alliance,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1832
Feijoo,Alberto Núñez Feijóo,Spanish People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1833
jm albares,J​osé Manuel Albares Bueno,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1834
Maria Montero,María Jesús Montero Cuadrad,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1835
jmalbares,J​osé Manuel Albares Bueno,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1836
Nuria Montes,Nuria Montes de Diego,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1837
Diaz Ayuso,Isabel Natividad Díaz Ayuso,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1838
pablo_echenique_,Pablo Echenique,PODEMOS,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1839
Bertrand Ndongo,Yves Bertrand Ndongo,VOX,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1840
Almeida,José Luis Martínez-Almeida,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1841
ionebelarra,Ione Belarra Urteaga,PODEMOS,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1842
emilio delgado,Emilio Delgado,SUMAR,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1843
Perez,Alvise Pérez,The Party is Over,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1844
diaz ayuso,Isabel Natividad Díaz Ayuso,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1845
MJ montero,María Jesús Montero,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1846
galan,Estrella Galán Pérez,SUMAR,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1847
Errejon,Íñigo Errejón,SUMAR,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1848
Fatima,Fátima Hamed Hossain,Movement for Dignity and Citizenship,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1849
Maria Corina,María Corina Machado,Súmate,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1850
Netanjahu,Benjamin Netanyahu,LIKUD,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1851
JL Abalos,José Luis Ábalos,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1852
Gonzalo Oro,Gonzalo de Oro,VOX,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1853
José Luis Martínez Almmeidaa,José Luis Martínez-Almeida,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1854
JL Martínez Almeida,José Luis Martínez-Almeida,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1855
JM Margallo,José Manuel García-Margallo,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1856
mjcatala,María José Catalá,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1857
i_montero,Irene Montero,PODEMOS,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1858
Oscar Puentes,Óscar Puente,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1859
pablobustinduy,Pablo Bustinduy,PODEMOS,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1860
D. Ayuso,Isabel Díaz Ayuso,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1861
Garcia Page,Emiliano García-Page,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1862
Feiijóo,Alberto Núñez Feijóo,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1863
i_montero_,Irene Montero,PODEMOS,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1864
Azcon,Jorge Azcón,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1865
Emlio delgado,Emilio Delgado,SUMAR,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1866
rita_maestre,Rita Maestre,SUMAR,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1867
jorge_pueyo,Jorge Pueyo,SUMAR,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1868
Joanbaldovi,Joan Baldoví,SUMAR,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1869
Pepe Mujica,José Mujica,Movement of Popular Participation,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1870
Yolanda Morpe,Yolanda Morales Pérez,Animalist party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1871
joanbaldovi,Joan Baldoví,SUMAR,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1872
monicagarciag,Mónica García,SUMAR,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1873
marotoreyes,Reyes Maroto,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1874
javi_guardiola,Javier Guardiola,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1875
Ana Redondo,Ana Redondo García,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1876
monicagarciag_,Mónica García,SUMAR,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1877
pepe mujica,José Mujica,Movement of Popular Participation,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1878
eduardo zaplana,Eduardo Zaplana,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1879
rodriguez zapatero,José Luis Rodríguez Zapatero,Spanish Socialist Workers' Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1880
Manuel Bautista,Manuel Bautista,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1881
Juan Diego Requena,Juan Diego Requena,People's Party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1882
Papa Francusco,Pope Francis,,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1883
Cristina García Salazar,Cristina García,Animalist party,,Cleaned_NER_files/mep_party_cleaned2(1).xlsx,Sheet1,1884
